iter	Logloss
112	0.3954218955
113	0.3950622648
114	0.3949017606
115	0.3947266994
116	0.3946179064
117	0.394553263
118	0.3943254242
119	0.3942956501
120	0.3940830883
121	0.3939654361
122	0.3936305109
123	0.3933912517
124	0.393225468
125	0.3929693565
126	0.3929648621
127	0.3926631964
128	0.3925142909
129	0.3920927331
130	0.3919383412
131	0.3918453071
132	0.3915391519
133	0.39125766
134	0.3911226497
135	0.3910051388
136	0.3910051287
137	0.3908251075
138	0.3905285569
139	0.3901216383
140	0.3898473545
141	0.3897209037
142	0.3895443658
143	0.3895434325
144	0.3893078557
145	0.3892523704
146	0.3891793526
147	0.3886860714
148	0.3883688157
149	0.3882585763
150	0.3880755606
151	0.3878652926
152	0.3872314137
153	0.3872075356
154	0.387070751
155	0.3870274542
156	0.3867223087
157	0.3864445172
158	0.3864436451
159	0.3862813393
160	0.3861841579
161	0.3859309674
162	0.3857365109
163	0.3854524029
164	0.3854416586
165	0.3854306222
166	0.3852744082
167	0.385068876
168	0.3850513106
169	0.3850392904
170	0.3848954717
171	0.3847732318
172	0.3845376107
173	0.3844415599
174	0.384354652
175	0.3840768112
176	0.3840529655
177	0.3840288991
178	0.3840278858
179	0.3837221002
180	0.3835180289
181	0.3834489169
182	0.3833204177
183	0.3830129174
184	0.38282639
185	0.3824792555
186	0.3824714832
187	0.3822562731
188	0.3821789421
189	0.3820457313
190	0.3818659897
191	0.3818126901
192	0.3817766517
193	0.3817766373
194	0.3817508556
195	0.3816739564
196	0.3815107763
197	0.3814974545
198	0.3814191415
199	0.3812129822
200	0.3812125075
201	0.3810117357
202	0.3807665314
203	0.3807366212
204	0.3807152383
205	0.3805166201
206	0.3804386099
207	0.3801781592
208	0.3799049226
209	0.379806864
210	0.3795934368
211	0.3795339521
212	0.3794535794
213	0.3794535559
214	0.3794528798
215	0.3790315119
216	0.3788656694
217	0.3787117424
218	0.3786465434
219	0.3783192013
220	0.3780460309
221	0.3780269527
222	0.3777161912
223	0.3776473369
224	0.3774433674
225	0.3773528025
226	0.3771938201
227	0.377097524
228	0.3769705206
229	0.3768333361
230	0.3766641862
231	0.3765371667
232	0.3763892356
233	0.3762293204
234	0.3759215348
235	0.3756977265
236	0.375552634
237	0.37541798
238	0.3753225397
239	0.3751326672
240	0.3746773123
241	0.3745594707
242	0.3741188753
243	0.3738883605
244	0.373539813
245	0.3732575909
246	0.3730944408
247	0.3728866746
248	0.3726494693
249	0.3724778801
250	0.3723144048
251	0.3722201391
252	0.3718192242
253	0.3716901772
254	0.3715510085
255	0.3715077398
256	0.3714463383
257	0.3712630974
258	0.3711527931
259	0.3709121883
260	0.3707249009
261	0.3706624008
262	0.3704157484
263	0.3701676677
264	0.3700719512
265	0.3696953131
266	0.3694657793
267	0.3693692259
268	0.3693342195
269	0.3692340025
270	0.3691501066
271	0.3689170235
272	0.3689117285
273	0.3685551411
274	0.3684419439
275	0.3682822081
276	0.3678783826
277	0.3676881165
278	0.3675826164
279	0.3673559642
280	0.3672372242
281	0.3671764008
282	0.3669980643
283	0.3668464864
284	0.366595661
285	0.3664653
286	0.3661401743
287	0.3660605603
288	0.3659379536
289	0.3658845021
290	0.3657489187
291	0.3655906561
292	0.3653361906
293	0.3651251806
294	0.3649821728
295	0.3647078097
296	0.3644065673
297	0.3641510834
298	0.3640503037
299	0.3637350312
300	0.3636134625
301	0.3634381859
302	0.3631499533
303	0.3630007237
304	0.3627173501
305	0.3626068746
306	0.3624799415
307	0.3623025983
308	0.3620292437
309	0.3616620167
310	0.3615080025
311	0.3612996015
312	0.3611574948
313	0.361018373
314	0.360804712
315	0.3606766151
316	0.3604307324
317	0.3602417799
318	0.3601900056
319	0.3601412982
320	0.3597980429
321	0.3597005279
322	0.3592797832
323	0.3591093286
324	0.3588686473
325	0.3584845671
326	0.3583441046
327	0.3580259524
328	0.3579102141
329	0.3575926141
330	0.3574724498
331	0.3574116374
332	0.3573067873
333	0.3571311304
334	0.357024566
335	0.3566790876
336	0.3563798774
337	0.3562462634
338	0.3561179628
339	0.3560104634
340	0.3559078498
341	0.3556269022
342	0.3552425997
343	0.3551187374
344	0.355021911
345	0.3548799528
346	0.3545634451
347	0.3544058808
348	0.3542103103
349	0.3540681866
350	0.3538276643
351	0.3536022763
352	0.3534031948
353	0.3531414116
354	0.3528745709
355	0.3524468428
356	0.3521003562
357	0.3519095764
358	0.35178016
359	0.3517440724
360	0.351596845
361	0.3514858109
362	0.351246961
363	0.3510059149
364	0.3508977582
365	0.350747437
366	0.3505779011
367	0.3502077533
368	0.3499863893
369	0.3499466061
370	0.3497374477
371	0.3494651999
372	0.3491650831
373	0.3490000399
374	0.3488656029
375	0.3487689541
376	0.3486629322
377	0.3486328216
378	0.3485144407
379	0.348276997
380	0.3480781097
381	0.3476984549
382	0.3475468802
383	0.3474716657
384	0.3472547567
385	0.3469285441
386	0.3469225585
387	0.3469033859
388	0.3466838535
389	0.346648047
390	0.3465237195
391	0.3463126899
392	0.3462942438
393	0.346228264
394	0.3461404366
395	0.3459890018
396	0.3459147671
397	0.345694387
398	0.3455206679
399	0.3452808311
400	0.3451035421
401	0.3449983628
402	0.3447408178
403	0.3446331124
404	0.3444380616
405	0.3443574123
406	0.3443032379
407	0.3439674401
408	0.3438544864
409	0.3438137535
410	0.3437689272
411	0.3435684526
412	0.3435017102
413	0.3430740457
414	0.342783001
415	0.342691617
416	0.3425815846
417	0.3424267565
418	0.3423193045
419	0.3421576093
420	0.3420962986
421	0.3419013601
422	0.3417549205
423	0.3416691146
424	0.341607966
425	0.3412584831
426	0.3411231454
427	0.340989773
428	0.3406934803
429	0.3405056594
430	0.3403893791
431	0.3400611864
432	0.339979779
433	0.3398716604
434	0.3397939828
435	0.3397456538
436	0.3397055093
437	0.3396219215
438	0.3394087003
439	0.3392973141
440	0.3391269688
441	0.3390259636
442	0.3389882907
443	0.3388534261
444	0.3387316392
445	0.338660742
446	0.3384348563
447	0.3383181343
448	0.3382767347
449	0.3381951341
450	0.3379407731
451	0.3378762793
452	0.3377940474
453	0.3376440279
454	0.33740444
455	0.3372133382
456	0.3370910049
457	0.3370669513
458	0.3370003157
459	0.3367907103
460	0.336630415
461	0.336428793
462	0.3363503734
463	0.3363026674
464	0.33618566
465	0.3360676845
466	0.3358447304
467	0.3357701645
468	0.3357039704
469	0.335582163
470	0.3354868863
471	0.3353933791
472	0.3352377489
473	0.3351692272
474	0.3351087924
475	0.3348757453
476	0.3347842024
477	0.3346480592
478	0.3345993393
479	0.3344420244
480	0.3344314007
481	0.3342543564
482	0.3342262158
483	0.3340452011
484	0.3339843462
485	0.3338294295
486	0.3337560641
487	0.3335491757
488	0.3333324264
489	0.3329812498
490	0.332734826
491	0.3325715303
492	0.3324336671
493	0.3323657138
494	0.3322945969
495	0.3321963647
496	0.3321345262
497	0.3320828075
498	0.3319618963
499	0.3318490581
